Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-VLDL-C%,527,1.055 [1.010-1.102],1.000,,Cholesterol to Total-Lipids in Small VLDL percentage
LA,635,1.046 [0.997-1.097],1.000,,Linoleic Acid
L-HDL-C,671,1.027 [0.991-1.064],1.000,,Cholesterol in Large HDL
IDL-FC,587,1.026 [0.980-1.073],1.000,,Free Cholesterol in IDL
IDL-CE,553,1.008 [0.963-1.055],1.000,,Cholesteryl Esters in IDL
L-LDL-CE,502,0.987 [0.944-1.033],1.000,,Cholesteryl Esters in Large LDL
XL-VLDL-FC,610,0.970 [0.928-1.015],1.000,,Free Cholesterol in Very Large VLDL
L-VLDL-L,609,0.966 [0.923-1.011],1.000,,Total-Lipids in Large VLDL
Leu,36,0.800 [0.659-0.972],1.000,,Leucine
Creatinine,126,0.775 [0.624-0.963],1.000,,Creatinine
