Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Tyr,120,1.087 [1.005-1.175],1.000,,Tyrosine
S-LDL-CE%,545,1.022 [0.986-1.059],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XXL-VLDL-C,589,1.007 [0.975-1.039],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,529,1.001 [0.967-1.036],1.000,,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-L,578,1.000 [0.968-1.034],1.000,,Total-Lipids in Very Large VLDL
XL-VLDL-FC,610,0.999 [0.968-1.032],1.000,,Free Cholesterol in Very Large VLDL
IDL-C%,558,0.997 [0.969-1.026],1.000,,Cholesterol to Total-Lipids in IDL percentage
VLDL-PL,674,0.988 [0.958-1.019],1.000,,Phospholipids in VLDL
L-LDL-L,508,0.970 [0.937-1.004],1.000,,Total-Lipids in Large LDL
M-VLDL-P,612,0.969 [0.938-1.000],1.000,,Concentration of Medium VLDL Particles
