Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.091 [1.053-1.129],0.304,,Linoleic Acid to Total-Fatty Acids percentage
M-LDL-P,508,1.035 [1.002-1.068],1.000,,Concentration of Medium LDL Particles
Clinical LDL-C,463,1.027 [0.995-1.061],1.000,,Clinical LDL Cholesterol
L-HDL-FC%,532,1.012 [0.989-1.035],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-P,581,1.001 [0.980-1.023],1.000,,Concentration of Very Large HDL Particles
XS-VLDL-TG%,661,0.989 [0.960-1.019],1.000,,Triglycerides to Total-Lipids in Very Small VLDL percentage
DHA%,240,0.940 [0.916-0.965],0.700,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-HDL-L,576,0.914 [0.881-0.947],0.250,,Total-Lipids in Medium HDL
M-HDL-PL,545,0.913 [0.880-0.948],0.387,,Phospholipids in Medium HDL
GlycA,385,0.822 [0.776-0.871],7.593e-06,***,Glycoprotein Acetyls
