Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-TG,472,1.085 [1.036-1.136],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
L-HDL-C,671,1.011 [0.979-1.044],1.000,,Cholesterol in Large HDL
HDL-C,621,1.005 [0.970-1.041],1.000,,HDL Cholesterol
HDL-PL,590,1.002 [0.962-1.043],1.000,,Phospholipids in HDL
Tyr,120,1.000 [0.900-1.112],1.000,,Tyrosine
XS-VLDL-PL,635,0.994 [0.963-1.025],1.000,,Phospholipids in Very Small VLDL
Val,50,0.974 [0.845-1.122],1.000,,Valine
S-VLDL-CE%,509,0.909 [0.874-0.946],0.519,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-VLDL-C%,527,0.901 [0.864-0.939],0.167,,Cholesterol to Total-Lipids in Small VLDL percentage
XL-VLDL-CE%,485,0.890 [0.847-0.934],0.705,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
