Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
His,43,1.605 [0.445-5.798],1.000,,Histidine
XL-HDL-CE,664,1.249 [0.976-1.598],1.000,,Cholesteryl Esters in Very Large HDL
L-HDL-L,623,1.113 [0.872-1.421],1.000,,Total-Lipids in Large HDL
L-LDL-CE,502,1.041 [0.772-1.406],1.000,,Cholesteryl Esters in Large LDL
XL-VLDL-TG,570,1.022 [0.753-1.387],1.000,,Triglycerides in Very Large VLDL
VLDL-size,604,0.968 [0.733-1.277],1.000,,Average Diameter for VLDL Particles
M-VLDL-PL,632,0.931 [0.698-1.241],1.000,,Phospholipids in Medium VLDL
XS-VLDL-TG,678,0.880 [0.703-1.102],1.000,,Triglycerides in Very Small VLDL
XS-VLDL-L,632,0.794 [0.633-0.995],1.000,,Total-Lipids in Very Small VLDL
Total-PL,628,0.782 [0.589-1.037],1.000,,Total-Phospholipids in Lipoprotein Particles
