Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Val,50,1.080 [0.808-1.443],1.000,,Valine
L-HDL-PL%,508,1.071 [0.983-1.166],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
DHA,289,1.063 [0.991-1.140],1.000,,Docosahexaenoic Acid
SFA%,94,1.027 [0.791-1.333],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,644,1.014 [0.938-1.096],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-HDL-TG%,657,0.997 [0.934-1.064],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-CE,664,0.993 [0.931-1.058],1.000,,Cholesteryl Esters in Very Large HDL
L-HDL-FC%,532,0.988 [0.926-1.055],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
Total-FC,546,0.974 [0.901-1.053],1.000,,Total-Free Cholesterol
ApoB/ApoA1,542,0.954 [0.888-1.025],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
