Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
IDL-TG%,635,1.056 [1.016-1.097],1.000,,Triglycerides to Total-Lipids in IDL percentage
S-LDL-CE%,545,1.026 [0.982-1.072],1.000,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
ApoA1,587,1.015 [0.972-1.061],1.000,,Apolipoprotein A1
Total-P,531,1.015 [0.965-1.067],1.000,,Total-Concentration of Lipoprotein Particles
Phosphoglyc,609,1.003 [0.963-1.045],1.000,,Phosphoglycerides
XL-HDL-PL%,441,0.990 [0.952-1.031],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
VLDL-TG,582,0.989 [0.947-1.033],1.000,,Triglycerides in VLDL
XL-VLDL-FC,610,0.981 [0.940-1.024],1.000,,Free Cholesterol in Very Large VLDL
Gly,134,0.955 [0.885-1.030],1.000,,Glycine
M-LDL-C%,225,0.855 [0.803-0.911],0.245,,Cholesterol to Total-Lipids in Medium LDL percentage
