Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-PL%,382,1.060 [1.035-1.084],0.199,,Phospholipids to Total-Lipids in Large LDL percentage
XS-VLDL-CE,620,1.009 [0.986-1.033],1.000,,Cholesteryl Esters in Very Small VLDL
L-HDL-FC%,532,1.003 [0.978-1.028],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
Remnant-C,577,1.002 [0.975-1.031],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-VLDL-C,535,1.001 [0.972-1.031],1.000,,Cholesterol in Medium VLDL
XL-VLDL-C,639,0.986 [0.958-1.015],1.000,,Cholesterol in Very Large VLDL
M-HDL-TG,617,0.983 [0.960-1.007],1.000,,Triglycerides in Medium HDL
L-LDL-TG%,474,0.980 [0.957-1.004],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-TG,604,0.975 [0.955-0.995],1.000,,Triglycerides in Large LDL
XXL-VLDL-L,514,0.968 [0.937-1.000],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
