Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
GlycA,385,2.522 [1.905-3.339],2.542e-05,***,Glycoprotein Acetyls
L-HDL-PL%,508,1.365 [0.909-2.049],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
PUFA,699,1.277 [1.101-1.481],1.000,,Polyunsaturated Fatty Acids
Omega-3,420,1.053 [0.946-1.172],1.000,,Omega-3 Fatty Acids
S-VLDL-CE%,509,1.020 [0.897-1.161],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XL-VLDL-PL%,398,0.991 [0.853-1.152],1.000,,Phospholipids to Total-Lipids in Very Large VLDL percentage
XL-HDL-CE,664,0.980 [0.882-1.088],1.000,,Cholesteryl Esters in Very Large HDL
XXL-VLDL-TG,472,0.940 [0.819-1.078],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG%,153,0.844 [0.710-1.002],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-P,566,0.735 [0.522-1.035],1.000,,Concentration of Small LDL Particles
