Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-P,598,1.012 [0.995-1.029],1.000,,Concentration of Medium HDL Particles
S-HDL-L,442,1.010 [0.991-1.029],1.000,,Total-Lipids in Small HDL
HDL-C,621,1.005 [0.988-1.022],1.000,,HDL Cholesterol
Citrate,102,1.001 [0.962-1.041],1.000,,Citrate
M-LDL-TG,658,1.001 [0.987-1.015],1.000,,Triglycerides in Medium LDL
Total-PL,628,0.998 [0.982-1.013],1.000,,Total-Phospholipids in Lipoprotein Particles
Omega-6%,366,0.996 [0.973-1.019],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,271,0.987 [0.969-1.006],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-CE,550,0.986 [0.970-1.002],1.000,,Cholesteryl Esters in Medium LDL
M-HDL-PL%,489,0.984 [0.964-1.003],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
