Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetone,15,1.143 [0.741-1.764],1.000,,Acetone
M-LDL-TG,658,1.052 [1.002-1.105],1.000,,Triglycerides in Medium LDL
Gln,113,1.030 [0.929-1.142],1.000,,Glutamine
M-LDL-TG%,456,1.025 [0.972-1.080],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-P,633,1.023 [0.972-1.076],1.000,,Concentration of Large HDL Particles
Non-HDL-C,563,0.969 [0.911-1.031],1.000,,Total-Cholesterol Minus HDL-C
L-VLDL-PL%,580,0.959 [0.912-1.009],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
S-HDL-L,442,0.952 [0.892-1.015],1.000,,Total-Lipids in Small HDL
M-VLDL-C%,604,0.940 [0.882-1.003],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-CE%,509,0.916 [0.859-0.977],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
