Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA%,240,1.247 [1.122-1.386],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,310,1.222 [1.123-1.331],0.921,,Degree of Unsaturation
XXL-VLDL-FC%,173,1.132 [0.939-1.365],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-C,410,1.021 [0.881-1.182],1.000,,Cholesterol in Small HDL
S-LDL-TG,690,1.000 [0.899-1.113],1.000,,Triglycerides in Small LDL
VLDL-CE,621,0.981 [0.878-1.097],1.000,,Cholesteryl Esters in VLDL
XS-VLDL-FC%,460,0.930 [0.814-1.063],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-LDL-CE,543,0.915 [0.811-1.032],1.000,,Cholesteryl Esters in Small LDL
S-LDL-L,511,0.914 [0.813-1.028],1.000,,Total-Lipids in Small LDL
M-LDL-L,531,0.899 [0.796-1.016],1.000,,Total-Lipids in Medium LDL
