Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA,289,1.016 [1.001-1.031],1.000,,Docosahexaenoic Acid
L-LDL-PL%,382,1.010 [0.992-1.028],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,661,1.005 [0.987-1.024],1.000,,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-C%,558,1.003 [0.986-1.020],1.000,,Cholesterol to Total-Lipids in IDL percentage
XL-HDL-CE%,259,1.000 [0.980-1.021],1.000,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-HDL-P,416,0.984 [0.961-1.007],1.000,,Concentration of Small HDL Particles
L-VLDL-L,609,0.976 [0.957-0.996],1.000,,Total-Lipids in Large VLDL
XS-VLDL-L,632,0.975 [0.960-0.991],1.000,,Total-Lipids in Very Small VLDL
L-LDL-FC,474,0.970 [0.950-0.990],1.000,,Free Cholesterol in Large LDL
ApoB/ApoA1,542,0.959 [0.942-0.976],0.953,,Apolipoprotein B to Apolipoprotein A1 ratio
