Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Leu,36,1.092 [0.920-1.296],1.000,,Leucine
LDL-FC,411,1.045 [1.003-1.089],1.000,,Free Cholesterol in LDL
S-LDL-FC,410,1.036 [0.998-1.075],1.000,,Free Cholesterol in Small LDL
M-LDL-L,531,1.032 [0.992-1.074],1.000,,Total-Lipids in Medium LDL
S-VLDL-P,669,1.017 [0.984-1.051],1.000,,Concentration of Small VLDL Particles
S-LDL-C%,261,0.993 [0.941-1.049],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-C%,306,0.988 [0.957-1.019],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,677,0.985 [0.952-1.019],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
XL-HDL-FC%,547,0.972 [0.941-1.004],1.000,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Acetate,13,0.644 [0.444-0.935],1.000,,Acetate
