Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA/MUFA,484,1.273 [1.090-1.488],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-HDL-C%,632,1.252 [1.086-1.443],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
XL-VLDL-CE%,485,1.240 [1.013-1.518],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-HDL-CE%,557,1.226 [1.068-1.407],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-HDL-PL,598,1.160 [1.003-1.342],1.000,,Phospholipids in Large HDL
S-VLDL-CE%,509,0.981 [0.838-1.149],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-LDL-C%,261,0.893 [0.666-1.197],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
Omega-6,651,0.891 [0.762-1.041],1.000,,Omega-6 Fatty Acids
ApoB/ApoA1,542,0.831 [0.718-0.962],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
XXL-VLDL-PL,556,0.813 [0.698-0.948],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
