Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Creatinine,126,1.313 [0.833-2.069],1.000,,Creatinine
IDL-TG%,635,1.087 [0.975-1.212],1.000,,Triglycerides to Total-Lipids in IDL percentage
S-LDL-TG%,594,1.072 [0.960-1.197],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
Omega-3%,215,1.052 [0.973-1.137],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-PL,607,1.047 [0.926-1.183],1.000,,Phospholipids in Very Large VLDL
L-LDL-L,508,0.961 [0.849-1.089],1.000,,Total-Lipids in Large LDL
Clinical LDL-C,463,0.943 [0.829-1.072],1.000,,Clinical LDL Cholesterol
L-LDL-PL%,382,0.909 [0.808-1.022],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
Citrate,102,0.803 [0.576-1.120],1.000,,Citrate
Total-BCAA,38,0.766 [0.442-1.330],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
