Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,257,1.032 [1.018-1.045],0.570,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-PL%,367,1.027 [1.008-1.046],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
IDL-PL%,289,1.023 [1.001-1.046],1.000,,Phospholipids to Total-Lipids in IDL percentage
L-HDL-P,633,1.009 [0.994-1.024],1.000,,Concentration of Large HDL Particles
Ile,28,1.006 [0.922-1.097],1.000,,Isoleucine
Omega-3%,215,0.969 [0.956-0.982],0.822,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,310,0.968 [0.954-0.981],0.983,,Degree of Unsaturation
Omega-3,420,0.960 [0.944-0.977],0.511,,Omega-3 Fatty Acids
PUFA,699,0.951 [0.931-0.971],0.653,,Polyunsaturated Fatty Acids
GlycA,385,0.900 [0.869-0.932],7.471e-04,***,Glycoprotein Acetyls
