Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-VLDL-TG,567,1.114 [1.040-1.193],1.000,,Triglycerides in Large VLDL
XXL-VLDL-TG,472,1.082 [1.003-1.166],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
L-VLDL-C,622,1.071 [1.005-1.142],1.000,,Cholesterol in Large VLDL
M-VLDL-P,612,1.054 [0.986-1.126],1.000,,Concentration of Medium VLDL Particles
S-VLDL-TG,687,1.003 [0.942-1.068],1.000,,Triglycerides in Small VLDL
L-VLDL-PL%,580,0.982 [0.927-1.040],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
LA,635,0.903 [0.836-0.975],1.000,,Linoleic Acid
Phosphoglyc,609,0.899 [0.836-0.967],1.000,,Phosphoglycerides
M-HDL-PL,545,0.824 [0.762-0.891],0.294,,Phospholipids in Medium HDL
Lactate,22,0.527 [0.330-0.841],1.000,,Lactate
