Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-L,578,1.072 [0.981-1.172],1.000,,Total-Lipids in Very Large VLDL
S-HDL-C,410,1.070 [0.952-1.204],1.000,,Cholesterol in Small HDL
M-LDL-PL,492,1.064 [0.968-1.169],1.000,,Phospholipids in Medium LDL
XS-VLDL-TG%,661,1.015 [0.927-1.111],1.000,,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-P,633,1.002 [0.928-1.081],1.000,,Concentration of Large HDL Particles
M-HDL-L,576,0.997 [0.905-1.097],1.000,,Total-Lipids in Medium HDL
M-VLDL-C%,604,0.978 [0.888-1.077],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-PL%,508,0.939 [0.839-1.051],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-PL%,261,0.924 [0.821-1.039],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-CE%,492,0.920 [0.834-1.016],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
