Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Lactate,22,1.058 [0.915-1.223],1.000,,Lactate
M-HDL-L,576,1.011 [0.986-1.037],1.000,,Total-Lipids in Medium HDL
XXL-VLDL-P,529,1.010 [0.984-1.038],1.000,,Concentration of Chylomicrons and Extremely Large VLDL Particles
PC,606,1.003 [0.982-1.025],1.000,,Phosphatidylcholines
L-LDL-P,541,1.001 [0.980-1.023],1.000,,Concentration of Large LDL Particles
XL-VLDL-PL,607,0.995 [0.971-1.019],1.000,,Phospholipids in Very Large VLDL
VLDL-TG,582,0.993 [0.969-1.017],1.000,,Triglycerides in VLDL
L-LDL-CE%,344,0.970 [0.941-0.999],1.000,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-LDL-C%,403,0.939 [0.915-0.964],0.384,,Cholesterol to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,68,0.787 [0.718-0.862],0.065,,3-Hydroxybutyrate
