Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-VLDL-TG%,609,1.012 [0.974-1.051],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
XS-VLDL-FC%,460,1.010 [0.969-1.053],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-PL,556,1.007 [0.970-1.045],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
XL-HDL-CE,664,1.006 [0.976-1.038],1.000,,Cholesteryl Esters in Very Large HDL
MUFA%,525,1.002 [0.969-1.036],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-L,632,0.978 [0.951-1.006],1.000,,Total-Lipids in Very Small VLDL
PC,606,0.942 [0.911-0.974],1.000,,Phosphatidylcholines
S-HDL-L,442,0.896 [0.858-0.935],0.150,,Total-Lipids in Small HDL
S-HDL-PL,489,0.888 [0.851-0.927],0.012,*,Phospholipids in Small HDL
GlycA,385,0.860 [0.816-0.905],0.003,**,Glycoprotein Acetyls
