Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
GlycA,385,1.308 [1.192-1.436],0.003,**,Glycoprotein Acetyls
S-HDL-L,442,1.094 [1.013-1.183],1.000,,Total-Lipids in Small HDL
Total-C,563,1.054 [0.985-1.127],1.000,,Total-Cholesterol
M-HDL-L,576,1.050 [0.981-1.123],1.000,,Total-Lipids in Medium HDL
IDL-C,568,1.035 [0.969-1.105],1.000,,Cholesterol in IDL
Total-BCAA,38,0.982 [0.693-1.393],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-PL%,271,0.973 [0.894-1.058],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,257,0.931 [0.892-0.972],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Tyr,120,0.918 [0.773-1.090],1.000,,Tyrosine
Val,50,0.880 [0.667-1.160],1.000,,Valine
