Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-P,541,1.133 [1.035-1.241],1.000,,Concentration of Large LDL Particles
IDL-PL,591,1.098 [1.010-1.193],1.000,,Phospholipids in IDL
Omega-6,651,1.094 [1.001-1.195],1.000,,Omega-6 Fatty Acids
L-LDL-TG%,474,1.089 [0.999-1.187],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
ApoA1,587,1.028 [0.935-1.129],1.000,,Apolipoprotein A1
S-VLDL-PL%,600,0.939 [0.853-1.033],1.000,,Phospholipids to Total-Lipids in Small VLDL percentage
S-HDL-P,416,0.930 [0.831-1.040],1.000,,Concentration of Small HDL Particles
Unsaturation,310,0.871 [0.815-0.931],1.000,,Degree of Unsaturation
PUFA%,371,0.724 [0.642-0.817],0.042,*,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Acetone,15,0.715 [0.360-1.420],1.000,,Acetone
