Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-FC%,397,1.480 [1.326-1.651],5.606e-07,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-CE,487,1.445 [1.321-1.581],1.931e-10,***,Cholesteryl Esters in Medium VLDL
S-VLDL-C%,527,1.436 [1.325-1.557],4.241e-13,***,Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-FC%,460,1.432 [1.309-1.567],1.219e-09,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-C%,486,1.426 [1.296-1.570],1.008e-07,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
LDL-FC,411,1.426 [1.307-1.556],3.944e-10,***,Free Cholesterol in LDL
L-LDL-FC,474,1.425 [1.312-1.549],1.218e-11,***,Free Cholesterol in Large LDL
M-VLDL-FC%,574,1.425 [1.316-1.543],5.497e-13,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC,407,1.412 [1.289-1.547],3.349e-08,***,Free Cholesterol in Medium LDL
XL-VLDL-CE%,485,1.410 [1.285-1.548],9.569e-08,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Clinical LDL-C,463,1.410 [1.291-1.540],5.753e-09,***,Clinical LDL Cholesterol
L-LDL-PL,492,1.402 [1.284-1.531],1.410e-08,***,Phospholipids in Large LDL
IDL-CE,553,1.399 [1.295-1.511],3.700e-12,***,Cholesteryl Esters in IDL
IDL-P,505,1.396 [1.285-1.517],6.476e-10,***,Concentration of IDL Particles
IDL-C,568,1.392 [1.291-1.502],2.857e-12,***,Cholesterol in IDL
M-VLDL-PL%,523,1.390 [1.282-1.507],3.142e-10,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-LDL-FC,410,1.379 [1.272-1.496],1.724e-09,***,Free Cholesterol in Small LDL
M-VLDL-C%,604,1.378 [1.269-1.496],4.767e-09,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-C,488,1.373 [1.258-1.500],3.925e-07,***,Cholesterol in Large LDL
IDL-FC,587,1.372 [1.276-1.477],5.618e-12,***,Free Cholesterol in IDL
M-VLDL-C,535,1.371 [1.257-1.496],2.845e-07,***,Cholesterol in Medium VLDL
LDL-C,476,1.371 [1.250-1.503],4.870e-06,***,LDL Cholesterol
S-VLDL-CE%,509,1.361 [1.255-1.475],1.750e-08,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
LDL-PL,473,1.359 [1.242-1.486],5.253e-06,***,Phospholipids in LDL
L-LDL-L,508,1.354 [1.241-1.478],2.550e-06,***,Total-Lipids in Large LDL
S-VLDL-PL%,600,1.351 [1.251-1.458],4.295e-09,***,Phospholipids to Total-Lipids in Small VLDL percentage
L-VLDL-CE%,492,1.350 [1.236-1.474],6.946e-06,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-LDL-CE,502,1.347 [1.232-1.473],1.546e-05,***,Cholesteryl Esters in Large LDL
S-VLDL-FC%,609,1.347 [1.247-1.455],1.051e-08,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-CE%,597,1.346 [1.239-1.462],4.031e-07,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
LDL-CE,506,1.345 [1.229-1.472],2.522e-05,***,Cholesteryl Esters in LDL
LDL-L,502,1.345 [1.229-1.471],2.462e-05,***,Total-Lipids in LDL
S-LDL-C,489,1.343 [1.229-1.469],2.205e-05,***,Cholesterol in Small LDL
M-LDL-P,508,1.339 [1.220-1.469],1.695e-04,***,Concentration of Medium LDL Particles
Non-HDL-C,563,1.338 [1.229-1.457],4.123e-06,***,Total-Cholesterol Minus HDL-C
L-LDL-C%,403,1.337 [1.214-1.473],9.750e-04,***,Cholesterol to Total-Lipids in Large LDL percentage
IDL-L,573,1.332 [1.236-1.435],1.395e-08,***,Total-Lipids in IDL
M-LDL-C,525,1.331 [1.217-1.455],9.343e-05,***,Cholesterol in Medium LDL
