Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-HDL-L,623,1.018 [0.999-1.039],1.000,,Total-Lipids in Large HDL
M-LDL-PL,492,1.014 [0.989-1.039],1.000,,Phospholipids in Medium LDL
XXL-VLDL-C,589,1.012 [0.988-1.035],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
M-VLDL-TG%,609,1.008 [0.983-1.034],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
Non-HDL-C,563,1.006 [0.981-1.031],1.000,,Total-Cholesterol Minus HDL-C
L-VLDL-TG%,369,0.998 [0.974-1.022],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-HDL-TG%,637,0.996 [0.976-1.017],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-PL,635,0.995 [0.976-1.013],1.000,,Phospholipids in Very Small VLDL
M-VLDL-C,535,0.990 [0.965-1.016],1.000,,Cholesterol in Medium VLDL
M-HDL-PL%,489,0.988 [0.960-1.016],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
