Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-FC%,687,1.070 [1.043-1.098],0.054,,Free Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-CE%,644,1.064 [1.038-1.091],0.230,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-PL%,382,1.063 [1.040-1.086],0.010,**,Phospholipids to Total-Lipids in Large LDL percentage
XS-VLDL-C%,642,1.062 [1.036-1.088],0.473,,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE,620,1.003 [0.985-1.021],1.000,,Cholesteryl Esters in Very Small VLDL
XS-VLDL-TG%,661,0.941 [0.918-0.964],0.204,,Triglycerides to Total-Lipids in Very Small VLDL percentage
LA,635,0.941 [0.921-0.961],0.003,**,Linoleic Acid
MUFA,654,0.940 [0.918-0.963],0.098,,Monounsaturated Fatty Acids
MUFA%,525,0.937 [0.914-0.960],0.039,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,344,0.920 [0.891-0.950],0.072,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
