Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-PL%,382,1.032 [1.020-1.045],0.037,*,Phospholipids to Total-Lipids in Large LDL percentage
Omega-6%,366,1.023 [1.003-1.043],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
IDL-CE%,420,1.015 [1.004-1.026],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
L-VLDL-C%,395,1.014 [0.996-1.033],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-HDL-TG%,637,1.002 [0.988-1.016],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
PC,606,0.972 [0.960-0.983],0.243,,Phosphatidylcholines
Omega-6,651,0.968 [0.956-0.980],0.041,*,Omega-6 Fatty Acids
HDL-P,547,0.963 [0.950-0.978],0.115,,Concentration of HDL Particles
S-HDL-FC,483,0.962 [0.948-0.976],0.032,*,Free Cholesterol in Small HDL
Total-P,531,0.962 [0.948-0.976],0.046,*,Total-Concentration of Lipoprotein Particles
