Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-PL%,382,1.101 [1.028-1.179],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,257,1.096 [1.046-1.148],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-FC%,687,1.096 [1.022-1.175],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-FC%,609,1.033 [0.962-1.110],1.000,,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-HDL-FC,638,1.012 [0.952-1.075],1.000,,Free Cholesterol in Large HDL
M-LDL-TG,658,0.858 [0.807-0.912],0.218,,Triglycerides in Medium LDL
PUFA,699,0.850 [0.799-0.904],0.065,,Polyunsaturated Fatty Acids
S-VLDL-PL,664,0.836 [0.780-0.896],0.111,,Phospholipids in Small VLDL
M-VLDL-PL,632,0.829 [0.769-0.893],0.181,,Phospholipids in Medium VLDL
M-VLDL-P,612,0.823 [0.764-0.887],0.077,,Concentration of Medium VLDL Particles
