Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetoacetate,15,1.135 [1.005-1.282],1.000,,Acetoacetate
Acetate,13,1.113 [0.977-1.267],1.000,,Acetate
Phe,17,1.053 [0.972-1.141],1.000,,Phenylalanine
XXL-VLDL-PL%,261,1.023 [0.998-1.048],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Leu,36,1.003 [0.895-1.125],1.000,,Leucine
XXL-VLDL-PL,556,0.992 [0.970-1.014],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
S-LDL-CE,543,0.967 [0.947-0.988],1.000,,Cholesteryl Esters in Small LDL
M-VLDL-CE,487,0.954 [0.936-0.973],0.331,,Cholesteryl Esters in Medium VLDL
PUFA,699,0.947 [0.926-0.968],0.323,,Polyunsaturated Fatty Acids
Omega-6,651,0.942 [0.919-0.966],0.669,,Omega-6 Fatty Acids
