Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-L,442,1.094 [0.966-1.239],1.000,,Total-Lipids in Small HDL
XL-VLDL-P,599,1.090 [0.997-1.192],1.000,,Concentration of Very Large VLDL Particles
M-LDL-TG%,456,1.064 [0.984-1.150],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
DHA,289,1.050 [0.976-1.130],1.000,,Docosahexaenoic Acid
S-VLDL-CE,626,1.011 [0.932-1.097],1.000,,Cholesteryl Esters in Small VLDL
L-VLDL-TG%,369,0.986 [0.904-1.074],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-HDL-PL,598,0.961 [0.891-1.036],1.000,,Phospholipids in Large HDL
M-HDL-C%,632,0.945 [0.869-1.027],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
IDL-FC,587,0.926 [0.848-1.012],1.000,,Free Cholesterol in IDL
M-VLDL-C%,604,0.923 [0.839-1.014],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
