Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XS-VLDL-FC%,460,1.073 [1.055-1.090],2.384e-11,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-C%,225,1.072 [1.047-1.098],0.001,**,Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,371,1.069 [1.049-1.090],7.164e-07,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,332,1.068 [1.047-1.090],2.088e-05,***,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,403,1.060 [1.043-1.077],5.410e-07,***,Cholesterol to Total-Lipids in Large LDL percentage
XL-VLDL-FC%,397,1.057 [1.037-1.078],0.006,**,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-FC%,574,1.057 [1.042-1.073],8.738e-09,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-C%,486,1.057 [1.037-1.077],0.001,**,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-C%,604,1.057 [1.041-1.073],7.010e-08,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,597,1.056 [1.040-1.073],4.022e-07,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XL-VLDL-CE%,485,1.056 [1.036-1.076],0.003,**,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
S-VLDL-FC%,609,1.056 [1.041-1.070],4.518e-09,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,600,1.054 [1.040-1.069],6.618e-09,***,Phospholipids to Total-Lipids in Small VLDL percentage
XS-VLDL-C%,642,1.053 [1.039-1.068],8.832e-09,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-C%,527,1.053 [1.039-1.068],1.277e-07,***,Cholesterol to Total-Lipids in Small VLDL percentage
DHA%,240,1.053 [1.037-1.068],2.217e-06,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,484,1.052 [1.037-1.067],4.090e-07,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-CE%,644,1.052 [1.038-1.066],8.047e-08,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-FC,587,1.050 [1.036-1.064],1.107e-07,***,Free Cholesterol in IDL
LDL-FC,411,1.049 [1.034-1.064],7.380e-06,***,Free Cholesterol in LDL
M-VLDL-PL%,523,1.049 [1.034-1.064],9.252e-06,***,Phospholipids to Total-Lipids in Medium VLDL percentage
M-LDL-FC,407,1.048 [1.033-1.063],2.303e-05,***,Free Cholesterol in Medium LDL
S-LDL-FC,410,1.048 [1.034-1.062],7.382e-06,***,Free Cholesterol in Small LDL
IDL-C,568,1.048 [1.034-1.062],2.545e-06,***,Cholesterol in IDL
Clinical LDL-C,463,1.047 [1.032-1.062],3.591e-05,***,Clinical LDL Cholesterol
IDL-CE,553,1.047 [1.033-1.061],1.496e-05,***,Cholesteryl Esters in IDL
M-VLDL-CE,487,1.046 [1.031-1.062],6.234e-04,***,Cholesteryl Esters in Medium VLDL
L-LDL-FC,474,1.046 [1.032-1.061],5.102e-05,***,Free Cholesterol in Large LDL
L-LDL-FC%,687,1.046 [1.032-1.060],3.654e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,310,1.046 [1.034-1.057],3.615e-10,***,Degree of Unsaturation
S-VLDL-CE%,509,1.045 [1.030-1.060],3.195e-04,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-LDL-PL%,510,1.045 [1.030-1.060],6.631e-04,***,Phospholipids to Total-Lipids in Small LDL percentage
S-LDL-PL,409,1.043 [1.029-1.058],1.678e-04,***,Phospholipids in Small LDL
L-LDL-PL,492,1.043 [1.028-1.058],0.002,**,Phospholipids in Large LDL
SM,547,1.043 [1.029-1.057],4.470e-04,***,Sphingomyelins
LDL-PL,473,1.042 [1.028-1.057],0.002,**,Phospholipids in LDL
DHA,289,1.042 [1.030-1.054],2.570e-06,***,Docosahexaenoic Acid
L-LDL-C,488,1.042 [1.027-1.057],0.005,**,Cholesterol in Large LDL
L-HDL-FC%,532,1.041 [1.029-1.054],9.064e-06,***,Free Cholesterol to Total-Lipids in Large HDL percentage
IDL-L,573,1.041 [1.028-1.055],2.800e-04,***,Total-Lipids in IDL
Total-CE,575,1.041 [1.026-1.056],0.015,*,Total-Esterified Cholesterol
S-LDL-FC%,578,1.041 [1.028-1.055],3.118e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
LDL-C,476,1.040 [1.025-1.055],0.023,*,LDL Cholesterol
XL-HDL-FC,590,1.040 [1.027-1.053],1.110e-04,***,Free Cholesterol in Very Large HDL
IDL-P,505,1.040 [1.025-1.054],0.010,**,Concentration of IDL Particles
L-LDL-L,508,1.040 [1.025-1.055],0.027,*,Total-Lipids in Large LDL
IDL-PL,591,1.037 [1.024-1.050],0.002,**,Phospholipids in IDL
Omega-3%,215,1.037 [1.026-1.048],2.795e-06,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE,620,1.033 [1.021-1.045],0.013,*,Cholesteryl Esters in Very Small VLDL
XL-HDL-C,653,1.033 [1.021-1.046],0.027,*,Cholesterol in Very Large HDL
Omega-3,420,1.032 [1.023-1.043],2.517e-05,***,Omega-3 Fatty Acids
Omega-6/Omega-3,257,0.966 [0.956-0.977],1.152e-04,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-TG%,474,0.966 [0.954-0.978],0.023,*,Triglycerides to Total-Lipids in Large LDL percentage
