Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA%,371,1.430 [1.294-1.580],5.274e-07,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,484,1.349 [1.252-1.453],7.127e-10,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,240,1.319 [1.207-1.442],2.599e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-LDL-PL%,510,1.297 [1.185-1.419],0.004,**,Phospholipids to Total-Lipids in Small LDL percentage
Unsaturation,310,1.247 [1.179-1.319],2.669e-09,***,Degree of Unsaturation
S-LDL-FC%,578,1.223 [1.138-1.315],0.012,*,Free Cholesterol to Total-Lipids in Small LDL percentage
Omega-3%,215,1.194 [1.121-1.272],0.009,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,257,0.840 [0.789-0.895],0.016,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-LDL-TG,690,0.816 [0.757-0.880],0.031,*,Triglycerides in Small LDL
XL-HDL-TG%,642,0.812 [0.752-0.877],0.024,*,Triglycerides to Total-Lipids in Very Large HDL percentage
Total-TG,641,0.803 [0.742-0.869],0.016,*,Total-Triglycerides
VLDL-TG,582,0.801 [0.737-0.871],0.047,*,Triglycerides in VLDL
XXL-VLDL-FC,557,0.798 [0.733-0.868],0.044,*,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,589,0.797 [0.735-0.865],0.014,*,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,621,0.792 [0.730-0.859],0.005,**,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
LA,635,0.789 [0.725-0.858],0.007,**,Linoleic Acid
S-LDL-CE%,545,0.779 [0.714-0.849],0.003,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
MUFA,654,0.777 [0.719-0.841],7.684e-05,***,Monounsaturated Fatty Acids
S-HDL-PL,489,0.758 [0.687-0.836],0.006,**,Phospholipids in Small HDL
S-HDL-L,442,0.758 [0.688-0.835],0.005,**,Total-Lipids in Small HDL
LA%,226,0.747 [0.681-0.821],2.553e-04,***,Linoleic Acid to Total-Fatty Acids percentage
MUFA%,525,0.747 [0.697-0.800],3.946e-11,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
