Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Sc_ala,10,1.223 [1.125-1.330],0.552,,
S-VLDL-TG%,564,1.038 [1.014-1.063],1.000,,Triglycerides to Total-Lipids in Small VLDL percentage
PUFA%,371,1.009 [0.983-1.036],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3,420,1.007 [0.991-1.022],1.000,,Omega-3 Fatty Acids
XL-HDL-CE,664,1.002 [0.984-1.020],1.000,,Cholesteryl Esters in Very Large HDL
XXL-VLDL-C,589,0.987 [0.966-1.008],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
XS-VLDL-C%,642,0.979 [0.959-1.000],1.000,,Cholesterol to Total-Lipids in Very Small VLDL percentage
PC,606,0.972 [0.951-0.994],1.000,,Phosphatidylcholines
MUFA,654,0.963 [0.940-0.986],1.000,,Monounsaturated Fatty Acids
Total-L,626,0.960 [0.936-0.985],1.000,,Total-Lipids in Lipoprotein Particles
