Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,1.767 [1.396-2.237],0.528,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-C%,225,1.098 [0.954-1.264],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-C%,632,1.096 [0.983-1.221],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
XL-VLDL-TG%,444,1.071 [0.929-1.235],1.000,,Triglycerides to Total-Lipids in Very Large VLDL percentage
XL-HDL-CE,664,1.047 [0.952-1.151],1.000,,Cholesteryl Esters in Very Large HDL
Total-FA,654,0.584 [0.478-0.714],0.035,*,Total-Fatty Acids
S-LDL-CE%,545,0.547 [0.436-0.686],0.044,*,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA,635,0.547 [0.444-0.672],0.003,**,Linoleic Acid
MUFA,654,0.542 [0.441-0.666],0.001,**,Monounsaturated Fatty Acids
GlycA,385,0.389 [0.273-0.555],0.048,*,Glycoprotein Acetyls
