Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA%,240,1.026 [0.977-1.077],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-HDL-C%,632,1.024 [0.973-1.078],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
XXL-VLDL-CE%,176,1.011 [0.912-1.119],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-TG%,642,1.009 [0.956-1.065],1.000,,Triglycerides to Total-Lipids in Very Large HDL percentage
S-LDL-FC%,578,1.009 [0.960-1.059],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
PUFA/MUFA,484,0.995 [0.942-1.052],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-P,633,0.989 [0.945-1.036],1.000,,Concentration of Large HDL Particles
S-HDL-FC%,491,0.986 [0.947-1.026],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-CE,543,0.972 [0.914-1.033],1.000,,Cholesteryl Esters in Small LDL
XL-HDL-C,653,0.964 [0.921-1.010],1.000,,Cholesterol in Very Large HDL
