Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,1.036 [1.012-1.061],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
S-VLDL-CE%,509,1.010 [0.993-1.028],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Clinical LDL-C,463,1.010 [0.988-1.032],1.000,,Clinical LDL Cholesterol
Total-CE,575,1.006 [0.985-1.028],1.000,,Total-Esterified Cholesterol
S-LDL-PL,409,1.004 [0.984-1.024],1.000,,Phospholipids in Small LDL
XXL-VLDL-PL,556,0.999 [0.986-1.013],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
HDL-size,600,0.995 [0.984-1.006],1.000,,Average Diameter for HDL Particles
S-HDL-PL,489,0.935 [0.909-0.962],0.747,,Phospholipids in Small HDL
S-HDL-L,442,0.933 [0.906-0.961],0.886,,Total-Lipids in Small HDL
S-HDL-FC,483,0.929 [0.903-0.956],0.094,,Free Cholesterol in Small HDL
