Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Lactate,22,2.028 [0.385-10.687],1.000,,Lactate
Omega-6%,366,1.292 [1.037-1.611],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,371,1.117 [0.902-1.383],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-C,535,1.082 [0.913-1.283],1.000,,Cholesterol in Medium VLDL
L-LDL-C,488,1.039 [0.874-1.235],1.000,,Cholesterol in Large LDL
Unsaturation,310,0.962 [0.853-1.084],1.000,,Degree of Unsaturation
L-HDL-CE,698,0.831 [0.722-0.956],1.000,,Cholesteryl Esters in Large HDL
Total-P,531,0.830 [0.675-1.021],1.000,,Total-Concentration of Lipoprotein Particles
SFA%,94,0.726 [0.456-1.158],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Gln,113,0.690 [0.495-0.961],1.000,,Glutamine
