Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetoacetate,15,1.977 [1.437-2.720],1.000,,Acetoacetate
Albumin,72,1.206 [0.982-1.481],1.000,,Albumin
L-HDL-PL%,508,1.073 [1.016-1.134],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
Pyruvate,37,1.070 [0.862-1.328],1.000,,Pyruvate
S-HDL-CE%,367,1.027 [0.990-1.066],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XS-VLDL-FC,612,0.968 [0.934-1.003],1.000,,Free Cholesterol in Very Small VLDL
XS-VLDL-PL,635,0.967 [0.936-1.000],1.000,,Phospholipids in Very Small VLDL
IDL-C,568,0.958 [0.915-1.004],1.000,,Cholesterol in IDL
L-HDL-PL,598,0.953 [0.918-0.990],1.000,,Phospholipids in Large HDL
S-LDL-C,489,0.947 [0.903-0.992],1.000,,Cholesterol in Small LDL
