Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Gly,134,1.044 [1.014-1.075],1.000,,Glycine
M-HDL-CE%,557,1.041 [1.016-1.067],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-LDL-FC%,578,1.030 [1.008-1.052],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-C,671,1.029 [1.006-1.051],1.000,,Cholesterol in Large HDL
XL-HDL-L,598,1.027 [1.006-1.050],1.000,,Total-Lipids in Very Large HDL
L-LDL-C,488,0.978 [0.954-1.004],1.000,,Cholesterol in Large LDL
L-LDL-TG,604,0.976 [0.958-0.994],1.000,,Triglycerides in Large LDL
XXL-VLDL-TG,472,0.969 [0.940-0.999],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
Total-TG,641,0.964 [0.940-0.989],1.000,,Total-Triglycerides
S-LDL-CE%,545,0.937 [0.913-0.961],0.152,,Cholesteryl Esters to Total-Lipids in Small LDL percentage
