Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.202 [1.127-1.283],0.005,**,Linoleic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,257,1.130 [1.095-1.166],6.949e-09,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-HDL-CE,607,1.038 [0.987-1.091],1.000,,Cholesteryl Esters in Medium HDL
Leu,36,1.033 [0.833-1.282],1.000,,Leucine
S-LDL-TG%,594,1.024 [0.981-1.068],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
Omega-3%,215,0.888 [0.863-0.914],2.293e-10,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,310,0.887 [0.857-0.917],6.327e-07,***,Degree of Unsaturation
Omega-3,420,0.883 [0.857-0.911],2.228e-10,***,Omega-3 Fatty Acids
DHA,289,0.868 [0.837-0.900],2.479e-09,***,Docosahexaenoic Acid
DHA%,240,0.865 [0.826-0.905],1.162e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
