Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetoacetate,15,3.289 [0.709-15.252],1.000,,Acetoacetate
Val,50,2.204 [0.811-5.990],1.000,,Valine
S-HDL-L,442,1.309 [0.982-1.743],1.000,,Total-Lipids in Small HDL
Unsaturation,310,1.148 [0.966-1.364],1.000,,Degree of Unsaturation
XL-VLDL-P,599,1.034 [0.811-1.318],1.000,,Concentration of Very Large VLDL Particles
M-LDL-PL%,271,0.940 [0.689-1.283],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
S-HDL-PL%,367,0.932 [0.731-1.187],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-CE,664,0.840 [0.695-1.016],1.000,,Cholesteryl Esters in Very Large HDL
LDL-P,552,0.826 [0.659-1.037],1.000,,Concentration of LDL Particles
XL-HDL-P,581,0.822 [0.689-0.982],1.000,,Concentration of Very Large HDL Particles
