Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-PL%,382,1.204 [1.026-1.414],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
XL-HDL-FC,590,1.089 [0.939-1.262],1.000,,Free Cholesterol in Very Large HDL
L-VLDL-TG%,369,1.048 [0.886-1.238],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
XS-VLDL-C,604,1.033 [0.893-1.195],1.000,,Cholesterol in Very Small VLDL
Gln,113,1.031 [0.751-1.414],1.000,,Glutamine
XS-VLDL-PL,635,0.956 [0.836-1.094],1.000,,Phospholipids in Very Small VLDL
S-HDL-PL%,367,0.942 [0.791-1.123],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
Omega-6,651,0.852 [0.724-1.002],1.000,,Omega-6 Fatty Acids
VLDL-TG,582,0.760 [0.634-0.911],1.000,,Triglycerides in VLDL
Val,50,0.703 [0.290-1.707],1.000,,Valine
