Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Leu,36,1.234 [0.961-1.585],1.000,,Leucine
Omega-6/Omega-3,257,1.103 [1.066-1.141],0.004,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-TG%,474,1.067 [1.014-1.122],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-PL%,510,1.064 [0.991-1.142],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
HDL-C,621,1.006 [0.955-1.060],1.000,,HDL Cholesterol
Omega-3%,215,0.912 [0.882-0.942],0.009,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,289,0.887 [0.851-0.925],0.005,**,Docosahexaenoic Acid
Omega-3,420,0.877 [0.840-0.917],0.002,**,Omega-3 Fatty Acids
VLDL-PL,674,0.862 [0.815-0.912],0.046,*,Phospholipids in VLDL
LDL-P,552,0.862 [0.815-0.911],0.043,*,Concentration of LDL Particles
ApoB/ApoA1,542,0.861 [0.816-0.908],0.008,**,Apolipoprotein B to Apolipoprotein A1 ratio
L-LDL-P,541,0.860 [0.812-0.910],0.046,*,Concentration of Large LDL Particles
M-VLDL-P,612,0.852 [0.804-0.904],0.029,*,Concentration of Medium VLDL Particles
Clinical LDL-C,463,0.852 [0.802-0.905],0.049,*,Clinical LDL Cholesterol
M-VLDL-PL,632,0.848 [0.800-0.899],0.008,**,Phospholipids in Medium VLDL
S-LDL-P,566,0.847 [0.801-0.896],0.002,**,Concentration of Small LDL Particles
M-VLDL-FC,594,0.847 [0.797-0.899],0.014,*,Free Cholesterol in Medium VLDL
M-LDL-P,508,0.845 [0.794-0.899],0.028,*,Concentration of Medium LDL Particles
S-LDL-PL,409,0.843 [0.795-0.894],0.003,**,Phospholipids in Small LDL
MUFA,654,0.838 [0.786-0.894],0.020,*,Monounsaturated Fatty Acids
Omega-6,651,0.834 [0.782-0.890],0.008,**,Omega-6 Fatty Acids
Total-L,626,0.833 [0.780-0.890],0.012,*,Total-Lipids in Lipoprotein Particles
SFA,553,0.828 [0.774-0.886],0.011,*,Saturated Fatty Acids
PUFA,699,0.825 [0.779-0.874],1.141e-05,***,Polyunsaturated Fatty Acids
Total-FA,654,0.813 [0.764-0.865],1.309e-05,***,Total-Fatty Acids
