Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-LDL-FC,407,1.079 [0.949-1.226],1.000,,Free Cholesterol in Medium LDL
S-LDL-CE,543,1.062 [0.938-1.202],1.000,,Cholesteryl Esters in Small LDL
L-LDL-C,488,1.060 [0.935-1.201],1.000,,Cholesterol in Large LDL
VLDL-P,640,1.033 [0.925-1.153],1.000,,Concentration of VLDL Particles
HDL-C,621,1.013 [0.897-1.143],1.000,,HDL Cholesterol
VLDL-L,623,0.950 [0.844-1.069],1.000,,Total-Lipids in VLDL
L-VLDL-TG,567,0.925 [0.815-1.049],1.000,,Triglycerides in Large VLDL
XXL-VLDL-L,514,0.911 [0.793-1.047],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
M-HDL-PL%,489,0.870 [0.747-1.012],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
Ala,85,0.635 [0.445-0.905],1.000,,Alanine
