Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-LDL-TG%,456,1.017 [1.006-1.028],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,635,1.009 [0.996-1.022],1.000,,Triglycerides to Total-Lipids in IDL percentage
TG/PG,632,1.004 [0.991-1.018],1.000,,Triglycerides to Phosphoglycerides ratio
L-HDL-CE%,562,1.004 [0.990-1.019],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
HDL-CE,611,1.004 [0.990-1.017],1.000,,Cholesteryl Esters in HDL
XL-HDL-TG,489,0.997 [0.985-1.009],1.000,,Triglycerides in Very Large HDL
IDL-C%,558,0.993 [0.980-1.005],1.000,,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-TG,678,0.988 [0.975-1.001],1.000,,Triglycerides in Very Small VLDL
Non-HDL-C,563,0.980 [0.967-0.993],1.000,,Total-Cholesterol Minus HDL-C
S-VLDL-FC,593,0.976 [0.963-0.989],1.000,,Free Cholesterol in Small VLDL
