Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,257,1.104 [1.065-1.146],0.025,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-VLDL-TG,567,1.058 [0.997-1.122],1.000,,Triglycerides in Large VLDL
S-HDL-CE%,367,1.044 [0.999-1.092],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
L-VLDL-L,609,1.038 [0.980-1.099],1.000,,Total-Lipids in Large VLDL
Lactate,22,1.018 [0.702-1.478],1.000,,Lactate
Omega-3,420,0.904 [0.871-0.937],0.011,*,Omega-3 Fatty Acids
Omega-3%,215,0.902 [0.872-0.933],6.537e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,310,0.895 [0.861-0.931],0.005,**,Degree of Unsaturation
DHA,289,0.891 [0.854-0.929],0.016,*,Docosahexaenoic Acid
DHA%,240,0.864 [0.824-0.907],5.558e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
