Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Total-P,531,1.127 [1.045-1.214],1.000,,Total-Concentration of Lipoprotein Particles
HDL-CE,611,1.062 [1.012-1.115],1.000,,Cholesteryl Esters in HDL
Total-FA,654,1.051 [0.986-1.121],1.000,,Total-Fatty Acids
L-HDL-C,671,1.036 [0.991-1.083],1.000,,Cholesterol in Large HDL
XL-HDL-CE%,259,1.010 [0.953-1.069],1.000,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-LDL-FC,474,0.973 [0.921-1.027],1.000,,Free Cholesterol in Large LDL
VLDL-CE,621,0.960 [0.911-1.012],1.000,,Cholesteryl Esters in VLDL
M-LDL-FC,407,0.943 [0.892-0.998],1.000,,Free Cholesterol in Medium LDL
S-LDL-PL%,510,0.935 [0.868-1.007],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-FC%,173,0.927 [0.853-1.008],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
