Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
GlycA,385,1.852 [1.447-2.369],0.231,,Glycoprotein Acetyls
S-HDL-PL,489,1.695 [1.374-2.091],0.201,,Phospholipids in Small HDL
XXL-VLDL-PL,556,1.120 [0.949-1.322],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
Omega-6%,366,1.086 [0.874-1.349],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-HDL-FC%,609,1.077 [0.939-1.236],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-TG%,637,0.997 [0.865-1.150],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-C,604,0.972 [0.848-1.114],1.000,,Cholesterol in Very Small VLDL
IDL-PL%,289,0.940 [0.781-1.130],1.000,,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-FC%,574,0.909 [0.768-1.075],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-FC%,397,0.845 [0.685-1.042],1.000,,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
