Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetone,15,1.403 [1.228-1.604],0.157,,Acetone
Gln,113,1.014 [0.961-1.069],1.000,,Glutamine
M-LDL-TG%,456,1.005 [0.989-1.022],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-FC%,532,1.004 [0.990-1.018],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-P,633,1.004 [0.991-1.018],1.000,,Concentration of Large HDL Particles
LDL-L,502,0.999 [0.980-1.019],1.000,,Total-Lipids in LDL
XL-VLDL-TG%,444,0.997 [0.975-1.019],1.000,,Triglycerides to Total-Lipids in Very Large VLDL percentage
Omega-6/Omega-3,257,0.984 [0.972-0.996],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-FC%,173,0.983 [0.955-1.012],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA,654,0.973 [0.950-0.996],1.000,,Monounsaturated Fatty Acids
