Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Ile,28,1.376 [1.070-1.770],1.000,,Isoleucine
XL-VLDL-C%,486,1.043 [0.988-1.100],1.000,,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-CE,607,1.033 [0.984-1.086],1.000,,Cholesteryl Esters in Medium HDL
L-VLDL-TG%,369,1.025 [0.983-1.069],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
His,43,1.000 [0.824-1.214],1.000,,Histidine
S-HDL-FC%,491,0.996 [0.965-1.029],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
Total-CE,575,0.986 [0.942-1.033],1.000,,Total-Esterified Cholesterol
XL-VLDL-TG,570,0.981 [0.935-1.029],1.000,,Triglycerides in Very Large VLDL
L-LDL-TG%,474,0.965 [0.926-1.005],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
XXL-VLDL-PL%,261,0.962 [0.906-1.021],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
