Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
IDL-PL%,289,1.056 [1.022-1.091],1.000,,Phospholipids to Total-Lipids in IDL percentage
L-HDL-FC,638,1.022 [0.998-1.047],1.000,,Free Cholesterol in Large HDL
DHA,289,1.022 [0.999-1.044],1.000,,Docosahexaenoic Acid
Omega-3%,215,1.020 [1.002-1.038],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
SM,547,1.005 [0.977-1.035],1.000,,Sphingomyelins
XL-VLDL-CE%,485,1.000 [0.965-1.036],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
IDL-P,505,0.986 [0.955-1.018],1.000,,Concentration of IDL Particles
XXL-VLDL-PL,556,0.986 [0.954-1.019],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL%,261,0.983 [0.947-1.021],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,525,0.962 [0.935-0.991],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
