Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
IDL-CE,553,1.018 [1.002-1.034],1.000,,Cholesteryl Esters in IDL
L-HDL-TG,449,1.015 [1.001-1.029],1.000,,Triglycerides in Large HDL
M-LDL-C,525,1.012 [0.993-1.031],1.000,,Cholesterol in Medium LDL
XL-VLDL-FC,610,1.005 [0.988-1.023],1.000,,Free Cholesterol in Very Large VLDL
L-VLDL-P,622,1.005 [0.987-1.023],1.000,,Concentration of Large VLDL Particles
L-HDL-TG%,637,0.999 [0.986-1.013],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-CE%,367,0.999 [0.987-1.010],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-VLDL-P,599,0.996 [0.979-1.013],1.000,,Concentration of Very Large VLDL Particles
XXL-VLDL-P,529,0.992 [0.975-1.009],1.000,,Concentration of Chylomicrons and Extremely Large VLDL Particles
S-LDL-PL%,510,0.971 [0.951-0.991],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
