Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA%,371,1.221 [1.154-1.291],8.029e-07,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,240,1.201 [1.154-1.249],4.499e-14,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,484,1.177 [1.124-1.232],5.627e-07,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-FC%,332,1.171 [1.104-1.242],0.031,*,Free Cholesterol to Total-Lipids in IDL percentage
Unsaturation,310,1.157 [1.124-1.192],4.857e-17,***,Degree of Unsaturation
DHA,289,1.145 [1.103-1.189],4.540e-07,***,Docosahexaenoic Acid
Omega-3%,215,1.133 [1.099-1.168],2.433e-10,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,257,0.885 [0.859-0.912],1.947e-10,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XXL-VLDL-CE,621,0.882 [0.843-0.923],0.013,*,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
MUFA%,525,0.860 [0.826-0.895],4.219e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA,635,0.848 [0.803-0.895],5.293e-04,***,Linoleic Acid
LA%,226,0.828 [0.784-0.874],2.403e-06,***,Linoleic Acid to Total-Fatty Acids percentage
