Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Ile,28,1.337 [1.043-1.713],1.000,,Isoleucine
IDL-C%,558,1.023 [0.993-1.054],1.000,,Cholesterol to Total-Lipids in IDL percentage
XL-HDL-FC,590,1.009 [0.985-1.035],1.000,,Free Cholesterol in Very Large HDL
M-HDL-FC%,609,1.007 [0.982-1.032],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-FC,638,1.005 [0.980-1.030],1.000,,Free Cholesterol in Large HDL
L-HDL-TG%,637,0.998 [0.972-1.025],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,460,0.995 [0.959-1.034],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-TG,641,0.988 [0.954-1.023],1.000,,Total-Triglycerides
XXL-VLDL-P,529,0.978 [0.945-1.011],1.000,,Concentration of Chylomicrons and Extremely Large VLDL Particles
PC,606,0.956 [0.922-0.990],1.000,,Phosphatidylcholines
