Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-C,410,1.117 [1.028-1.214],1.000,,Cholesterol in Small HDL
M-VLDL-CE%,597,1.066 [0.998-1.138],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
LDL-PL,473,1.034 [0.963-1.110],1.000,,Phospholipids in LDL
Omega-3,420,1.033 [0.992-1.076],1.000,,Omega-3 Fatty Acids
IDL-CE,553,1.028 [0.966-1.094],1.000,,Cholesteryl Esters in IDL
S-VLDL-FC,593,0.995 [0.928-1.067],1.000,,Free Cholesterol in Small VLDL
L-VLDL-CE,614,0.986 [0.921-1.055],1.000,,Cholesteryl Esters in Large VLDL
XL-VLDL-P,599,0.981 [0.919-1.047],1.000,,Concentration of Very Large VLDL Particles
S-VLDL-TG%,564,0.908 [0.853-0.968],1.000,,Triglycerides to Total-Lipids in Small VLDL percentage
Acetoacetate,15,0.662 [0.422-1.040],1.000,,Acetoacetate
