Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetate,13,1.250 [0.592-2.636],1.000,,Acetate
HDL-CE,611,1.060 [0.979-1.147],1.000,,Cholesteryl Esters in HDL
L-HDL-TG%,637,1.049 [0.975-1.128],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-CE,550,1.043 [0.954-1.141],1.000,,Cholesteryl Esters in Medium LDL
VLDL-size,604,1.034 [0.955-1.120],1.000,,Average Diameter for VLDL Particles
LDL-size,178,0.994 [0.835-1.183],1.000,,Average Diameter for LDL Particles
XS-VLDL-FC%,460,0.960 [0.872-1.057],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Omega-6/Omega-3,257,0.900 [0.847-0.956],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-CE%,367,0.894 [0.830-0.963],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Acetoacetate,15,0.709 [0.394-1.276],1.000,,Acetoacetate
