Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
LA%,226,1.100 [1.034-1.170],1.000,,Linoleic Acid to Total-Fatty Acids percentage
XL-VLDL-FC,610,1.032 [0.989-1.075],1.000,,Free Cholesterol in Very Large VLDL
XL-HDL-CE,664,1.029 [0.993-1.066],1.000,,Cholesteryl Esters in Very Large HDL
Total-P,531,1.022 [0.967-1.080],1.000,,Total-Concentration of Lipoprotein Particles
VLDL-L,623,1.020 [0.976-1.066],1.000,,Total-Lipids in VLDL
VLDL-P,640,0.997 [0.956-1.039],1.000,,Concentration of VLDL Particles
L-LDL-PL,492,0.988 [0.939-1.039],1.000,,Phospholipids in Large LDL
Remnant-C,577,0.985 [0.940-1.031],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-VLDL-C%,395,0.955 [0.915-0.996],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
Omega-3,420,0.949 [0.922-0.978],1.000,,Omega-3 Fatty Acids
