Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Total-BCAA,38,1.073 [0.955-1.206],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,36,1.058 [0.932-1.201],1.000,,Leucine
XL-VLDL-TG%,444,1.032 [1.004-1.062],1.000,,Triglycerides to Total-Lipids in Very Large VLDL percentage
Gly,134,1.031 [1.006-1.057],1.000,,Glycine
XS-VLDL-TG%,661,1.027 [1.003-1.051],1.000,,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-FC,410,0.945 [0.926-0.964],0.011,*,Free Cholesterol in Small LDL
S-LDL-PL,409,0.945 [0.925-0.964],0.020,*,Phospholipids in Small LDL
IDL-C,568,0.943 [0.922-0.964],0.049,*,Cholesterol in IDL
IDL-P,505,0.940 [0.919-0.962],0.019,*,Concentration of IDL Particles
L-LDL-FC,474,0.937 [0.916-0.959],0.011,*,Free Cholesterol in Large LDL
ApoB,565,0.935 [0.912-0.959],0.033,*,Apolipoprotein B
LDL-P,552,0.935 [0.912-0.958],0.029,*,Concentration of LDL Particles
VLDL-CE,621,0.934 [0.911-0.958],0.023,*,Cholesteryl Esters in VLDL
S-VLDL-PL,664,0.934 [0.911-0.958],0.032,*,Phospholipids in Small VLDL
L-LDL-P,541,0.931 [0.908-0.955],0.005,**,Concentration of Large LDL Particles
M-VLDL-PL,632,0.931 [0.906-0.956],0.030,*,Phospholipids in Medium VLDL
VLDL-C,644,0.929 [0.905-0.954],0.013,*,VLDL Cholesterol
M-VLDL-C,535,0.925 [0.902-0.950],0.001,**,Cholesterol in Medium VLDL
M-VLDL-CE,487,0.924 [0.901-0.947],1.283e-04,***,Cholesteryl Esters in Medium VLDL
