Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-FC,483,1.207 [1.154-1.261],2.074e-11,***,Free Cholesterol in Small HDL
GlycA,385,1.206 [1.143-1.272],1.589e-06,***,Glycoprotein Acetyls
Total-P,531,1.197 [1.146-1.251],2.771e-10,***,Total-Concentration of Lipoprotein Particles
L-LDL-CE%,344,1.187 [1.128-1.250],1.681e-05,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
HDL-P,547,1.180 [1.131-1.232],6.762e-09,***,Concentration of HDL Particles
S-HDL-PL,489,1.158 [1.112-1.205],3.659e-07,***,Phospholipids in Small HDL
S-HDL-L,442,1.153 [1.106-1.202],5.169e-06,***,Total-Lipids in Small HDL
PUFA,699,1.147 [1.110-1.185],4.844e-11,***,Polyunsaturated Fatty Acids
ApoA1,587,1.145 [1.104-1.188],1.022e-07,***,Apolipoprotein A1
M-HDL-L,576,1.143 [1.100-1.187],1.861e-06,***,Total-Lipids in Medium HDL
Phosphoglyc,609,1.141 [1.101-1.183],1.198e-07,***,Phosphoglycerides
M-HDL-P,598,1.140 [1.098-1.183],1.235e-06,***,Concentration of Medium HDL Particles
SFA,553,1.140 [1.096-1.186],2.054e-05,***,Saturated Fatty Acids
M-HDL-PL,545,1.139 [1.096-1.185],1.127e-05,***,Phospholipids in Medium HDL
Total-PL,628,1.135 [1.095-1.177],1.962e-06,***,Total-Phospholipids in Lipoprotein Particles
Cholines,620,1.133 [1.093-1.175],2.037e-06,***,Total-Cholines
Omega-6,651,1.133 [1.093-1.175],3.932e-06,***,Omega-6 Fatty Acids
M-HDL-FC,597,1.133 [1.093-1.174],2.013e-06,***,Free Cholesterol in Medium HDL
PC,606,1.129 [1.090-1.168],1.627e-06,***,Phosphatidylcholines
Total-FA,654,1.125 [1.085-1.166],3.539e-05,***,Total-Fatty Acids
M-HDL-C,607,1.124 [1.082-1.168],3.796e-04,***,Cholesterol in Medium HDL
HDL-L,598,1.123 [1.086-1.162],5.195e-06,***,Total-Lipids in HDL
HDL-PL,590,1.122 [1.084-1.162],1.597e-05,***,Phospholipids in HDL
Omega-3,420,1.120 [1.091-1.150],1.208e-11,***,Omega-3 Fatty Acids
DHA,289,1.118 [1.083-1.153],9.054e-07,***,Docosahexaenoic Acid
M-HDL-CE,607,1.117 [1.076-1.160],0.003,**,Cholesteryl Esters in Medium HDL
Total-L,626,1.115 [1.074-1.158],0.003,**,Total-Lipids in Lipoprotein Particles
HDL-FC,599,1.106 [1.070-1.142],3.526e-04,***,Free Cholesterol in HDL
SM,547,1.101 [1.063-1.141],0.017,*,Sphingomyelins
Unsaturation,310,1.093 [1.063-1.124],8.500e-05,***,Degree of Unsaturation
M-HDL-FC%,609,1.090 [1.059-1.122],0.001,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
Omega-3%,215,1.087 [1.058-1.117],3.611e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,508,0.950 [0.916-0.986],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-FC%,547,0.926 [0.898-0.955],0.205,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-6/Omega-3,257,0.913 [0.889-0.938],3.483e-06,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-PL%,382,0.889 [0.857-0.921],2.668e-05,***,Phospholipids to Total-Lipids in Large LDL percentage
LA%,226,0.877 [0.843-0.912],1.349e-05,***,Linoleic Acid to Total-Fatty Acids percentage
