Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-C,489,1.024 [0.978-1.073],1.000,,Cholesterol in Small LDL
S-VLDL-PL%,600,1.022 [0.977-1.069],1.000,,Phospholipids to Total-Lipids in Small VLDL percentage
S-LDL-P,566,1.013 [0.967-1.062],1.000,,Concentration of Small LDL Particles
M-LDL-FC,407,1.013 [0.965-1.063],1.000,,Free Cholesterol in Medium LDL
XS-VLDL-FC,612,1.001 [0.965-1.038],1.000,,Free Cholesterol in Very Small VLDL
S-VLDL-PL,664,0.995 [0.954-1.038],1.000,,Phospholipids in Small VLDL
L-HDL-TG%,637,0.995 [0.956-1.035],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
VLDL-P,640,0.980 [0.940-1.021],1.000,,Concentration of VLDL Particles
VLDL-TG,582,0.963 [0.920-1.007],1.000,,Triglycerides in VLDL
3-Hydroxybutyrate,68,0.959 [0.802-1.147],1.000,,3-Hydroxybutyrate
