Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Val,50,1.046 [0.873-1.252],1.000,,Valine
M-VLDL-FC%,574,1.036 [0.990-1.083],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
LDL-P,552,1.033 [0.991-1.078],1.000,,Concentration of LDL Particles
SFA,553,1.023 [0.977-1.072],1.000,,Saturated Fatty Acids
S-HDL-P,416,1.002 [0.950-1.056],1.000,,Concentration of Small HDL Particles
Phosphoglyc,609,0.984 [0.941-1.028],1.000,,Phosphoglycerides
IDL-TG,602,0.979 [0.945-1.014],1.000,,Triglycerides in IDL
XXL-VLDL-FC,557,0.976 [0.934-1.021],1.000,,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,621,0.974 [0.933-1.016],1.000,,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-LDL-TG%,594,0.966 [0.929-1.003],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
