Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetate,13,1.218 [0.914-1.622],1.000,,Acetate
S-VLDL-C%,527,1.039 [1.006-1.072],1.000,,Cholesterol to Total-Lipids in Small VLDL percentage
Total-P,531,1.020 [0.983-1.059],1.000,,Total-Concentration of Lipoprotein Particles
L-HDL-TG,449,1.017 [0.993-1.041],1.000,,Triglycerides in Large HDL
Total-PL,628,1.004 [0.971-1.037],1.000,,Total-Phospholipids in Lipoprotein Particles
S-LDL-TG%,594,0.988 [0.961-1.016],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
L-HDL-FC,638,0.966 [0.941-0.991],1.000,,Free Cholesterol in Large HDL
L-HDL-CE%,562,0.965 [0.935-0.996],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-LDL-P,541,0.959 [0.929-0.991],1.000,,Concentration of Large LDL Particles
M-VLDL-PL,632,0.957 [0.927-0.989],1.000,,Phospholipids in Medium VLDL
