Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-VLDL-FC%,331,1.047 [1.010-1.085],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
PC,606,1.025 [0.986-1.065],1.000,,Phosphatidylcholines
S-LDL-PL,409,1.009 [0.977-1.043],1.000,,Phospholipids in Small LDL
L-VLDL-L,609,1.007 [0.970-1.045],1.000,,Total-Lipids in Large VLDL
IDL-TG%,635,1.005 [0.974-1.036],1.000,,Triglycerides to Total-Lipids in IDL percentage
S-LDL-FC,410,0.994 [0.961-1.028],1.000,,Free Cholesterol in Small LDL
XXL-VLDL-FC%,173,0.978 [0.924-1.036],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-CE,698,0.967 [0.939-0.996],1.000,,Cholesteryl Esters in Large HDL
Ala,85,0.967 [0.851-1.098],1.000,,Alanine
HDL-C,621,0.962 [0.931-0.994],1.000,,HDL Cholesterol
