Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA%,240,1.806 [1.453-2.246],0.025,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
DHA,289,1.682 [1.408-2.008],0.002,**,Docosahexaenoic Acid
Unsaturation,310,1.622 [1.377-1.910],0.002,**,Degree of Unsaturation
Omega-3,420,1.557 [1.341-1.808],0.001,**,Omega-3 Fatty Acids
Omega-3%,215,1.555 [1.347-1.796],4.204e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG,690,0.984 [0.800-1.210],1.000,,Triglycerides in Small LDL
XL-VLDL-P,599,0.914 [0.720-1.161],1.000,,Concentration of Very Large VLDL Particles
L-VLDL-L,609,0.892 [0.702-1.133],1.000,,Total-Lipids in Large VLDL
Omega-6/Omega-3,257,0.646 [0.557-0.749],0.002,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,226,0.559 [0.419-0.745],1.000,,Linoleic Acid to Total-Fatty Acids percentage
